distance_to_3_end	read_number
941	0
942	0
943	0
944	2.90481927710843
945	0
946	0
947	0
948	0
949	1.8
950	0
951	2.28571428571429
952	0
953	0
954	2.28571428571429
955	0.696969696969697
956	0
957	1
958	0
959	0
960	0
961	4.63865546218487
962	0
963	0
964	0
965	0
966	0
967	4.08571428571429
968	0
969	0
970	2.28571428571429
971	0
972	2.38095238095238
973	0
974	0
975	0
976	0
977	0
978	0
979	4.57142857142857
980	0
981	0
982	0
983	2.68505747126437
984	2.28571428571429
985	0
986	0
987	0
988	2.28571428571429
989	0
990	0
991	0
992	2.28571428571429
993	0
994	9.14285714285714
995	0
996	0
997	0
998	0
999	1
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	5.16360856269113
1008	0
1009	0
1010	0
1011	0
1012	2.28571428571429
1013	2.28571428571429
1014	0
1015	0
1016	10.75
1017	0
1018	0
1019	6.85714285714286
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0.885057471264368
1026	0
1027	0
1028	2.28571428571429
1029	1
1030	0
1031	0
1032	0
1033	0
1034	0
1035	1.4
1036	0
1037	0
1038	4.57142857142857
1039	0
1040	2.28571428571429
1041	0
1042	0
1043	0
1044	0
1045	0
1046	0
1047	0
1048	0
1049	0
1050	0
1051	1
1052	0
1053	0
1054	0
1055	7.37566137566137
1056	0
1057	1.03225806451613
1058	0
1059	0
1060	6.75
1061	0
1062	0
1063	0
1064	0.885057471264368
1065	1.08333333333333
1066	0.5
1067	0
1068	0
1069	0.885057471264368
1070	0
1071	0
1072	0
1073	0
1074	0
1075	0
1076	0
1077	0
1078	0
1079	0
1080	1
1081	0
1082	0.663157894736842
1083	1
1084	0
1085	0
1086	0
1087	0
1088	0
1089	0
1090	4.57142857142857
1091	2.76571428571429
1092	0
1093	2.28571428571429
1094	0
1095	0
1096	0
1097	0
1098	0
1099	0
1100	0
1101	0
1102	0
1103	0
1104	0
1105	0
1106	1
1107	7.85714285714286
1108	0
1109	0
1110	0
1111	2
1112	1
1113	0
1114	0
1115	0
1116	0
1117	0
1118	0
1119	0.885057471264368
1120	0
1121	0
1122	0
1123	0
1124	0
1125	0
1126	0
1127	1
1128	0
1129	0
1130	0
1131	0
1132	0
1133	1
1134	0
1135	0
1136	0
1137	0
1138	0
1139	1
1140	0
1141	0
1142	0
1143	0
1144	0
1145	0
1146	0
1147	0
1148	0
1149	0
1150	0
1151	0
1152	3
1153	1.48
1154	2.83333333333333
1155	0
1156	0
1157	0
1158	0
1159	0
1160	0
1161	0
1162	1
1163	0
1164	1
1165	0
1166	0
1167	1
1168	0
1169	0
1170	0
1171	0
1172	1
1173	0
1174	16.0722222222222
1175	0
1176	0
1177	1.14285714285714
1178	0
1179	0
1180	0
1181	0
1182	0
1183	0
1184	0
1185	0
1186	0.885057471264368
1187	0
1188	0
1189	0
1190	0
1191	0
1192	0.663157894736842
1193	0
1194	0
1195	1.52941176470588
1196	0
1197	0
1198	0
1199	0
1200	0
1201	0
1202	0
1203	0
1204	0.885057471264368
1205	0
1206	0
1207	0
1208	0
1209	0
1210	0
1211	0
1212	0
1213	0
1214	0
1215	0
1216	0
1217	0
1218	0
1219	0
1220	5
1221	2
1222	1.62285714285714
1223	0
1224	0
1225	0
1226	0
1227	0.753623188405797
1228	0
1229	0
1230	0
1231	2.82926829268293
1232	0
1233	0
1234	0
1235	0
1236	0
1237	0
1238	0
1239	0
1240	0
1241	0
1242	0
1243	0
1244	0
1245	0
1246	0
1247	0
1248	0
1249	0.538461538461538
1250	0
1251	0
1252	0
1253	0.277777777777778
1254	0
1255	0
1256	0
1257	0
1258	0
1259	0
1260	0
1261	0
1262	0
1263	10.75
1264	0
1265	0
1266	0
1267	0
1268	0
1269	0
1270	0
1271	2
1272	0
1273	0
1274	0
1275	0
1276	0.571428571428571
1277	0
1278	1
1279	1
1280	0
1281	0.518518518518518
1282	0
1283	0
1284	0
1285	0
1286	0
1287	0
1288	0
1289	4.59016393442623
1290	10.75
1291	0.5625
1292	0
1293	2
1294	1
1295	0
1296	0
1297	0
1298	0
1299	0
1300	0
1301	0
1302	1
1303	0
1304	3
1305	0
1306	0
1307	1
1308	0
1309	0
1310	0
1311	0
1312	1.06818181818182
1313	0
1314	0
1315	0
1316	0
1317	0.58695652173913
1318	2
1319	8.72549019607843
1320	0
1321	4.13636363636364
1322	1.06818181818182
1323	1.06818181818182
1324	1
1325	0
1326	0
1327	0.602409638554217
1328	10.7254901960784
1329	0
1330	0
1331	0
1332	0
1333	1
1334	0
1335	0
1336	0.602409638554217
1337	0
1338	0
1339	3
1340	0
1341	1
1342	0
1343	0
1344	1
1345	0
1346	4
1347	0
1348	1.06818181818182
1349	0
1350	0.602409638554217
1351	0
1352	0
1353	0
1354	0
1355	0
1356	0
1357	0
1358	0
1359	0
1360	0
1361	0
1362	1
1363	0
1364	0
1365	1.03703703703704
1366	0
1367	0
1368	0
1369	0
1370	0
1371	0
1372	0
1373	1
1374	1.71428571428571
1375	0
1376	0
1377	0
1378	0
1379	0
1380	0
1381	0
1382	0
1383	0
1384	0.335260115606936
1385	0
1386	1
1387	0
1388	0
1389	0
1390	1
1391	0
1392	0
1393	0
1394	0
1395	0
1396	0
1397	0
1398	0
1399	0
1400	0
1401	0
1402	0.277777777777778
1403	0
1404	1.10526315789474
1405	0
1406	0
1407	0
1408	0
1409	0
1410	0
1411	0
1412	0
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
1420	0
1421	1.06818181818182
1422	0
1423	2
1424	0
1425	0
1426	0
1427	0
1428	1.14285714285714
1429	0
1430	0
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	0
1440	0
1441	1
1442	14.6
1443	0.885057471264368
1444	0
1445	2
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	0
1453	1
1454	0.666666666666667
1455	0
1456	0
1457	1
1458	12
1459	0
1460	0
1461	0
1462	0
1463	0
1464	0
1465	0
1466	0
1467	0
1468	0
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0
1475	0
1476	0
1477	0
1478	0
1479	1.34104046242775
1480	0
1481	0
1482	0
1483	0
1484	0
1485	0
1486	0
1487	2.13636363636364
1488	0
1489	0.5
1490	4.78260869565217
1491	0
1492	0
1493	0
1494	0
1495	0
1496	1.07692307692308
1497	1
1498	1.47222222222222
1499	6
1500	0
1501	0
1502	0
1503	1.10526315789474
1504	0
1505	0
1506	0
1507	0
1508	0
1509	0
1510	0
1511	0
1512	0
1513	0
1514	0
1515	0
1516	1.5
1517	0
1518	0
1519	0
1520	0.472222222222222
1521	0
1522	0
1523	1
1524	0
1525	0
1526	0
1527	0
1528	0
1529	0
1530	0
1531	4.59016393442623
1532	0
1533	0
1534	0
1535	1
1536	2
1537	0
1538	4.59016393442623
1539	0
1540	4.59016393442623
1541	0
1542	0.58695652173913
1543	0
1544	1
1545	0
1546	0
1547	1.06818181818182
1548	0
1549	0
1550	0
1551	1
1552	0
1553	0
1554	2
1555	0
1556	0
1557	0
1558	0
1559	1
1560	0
1561	1
1562	0
1563	16.8222222222222
1564	0
1565	0
1566	0
1567	0
1568	0
1569	0
1570	0
1571	0
1572	0
1573	5.59016393442623
1574	0
1575	3.09090909090909
1576	0
1577	0
1578	0
1579	5.73302107728337
1580	0
1581	0
1582	0
1583	1
1584	0
1585	0
1586	0
1587	0
1588	0
1589	0
1590	2.13636363636364
1591	0
1592	0
1593	0
1594	0.277777777777778
1595	0
1596	0
1597	0
1598	0
1599	0
1600	0
1601	0
1602	0
1603	4.28146853146853
1604	0
1605	0
1606	2.13636363636364
1607	1.5
1608	0
1609	0
1610	0
1611	1.14285714285714
1612	0
1613	1
1614	0
1615	3
1616	0.472222222222222
1617	0
1618	0
1619	2.13636363636364
1620	0
1621	0
1622	0
1623	18.3606557377049
1624	0
1625	0
1626	1.06818181818182
1627	0
1628	9.18032786885246
1629	0
1630	0
1631	0
1632	0
1633	0
1634	0
1635	0
1636	0
1637	3.37142857142857
1638	5.06238615664845
1639	0
1640	0
1641	0
1642	2.21103896103896
1643	0
1644	0
1645	0
1646	4.59016393442623
1647	1.5
1648	0.885057471264368
1649	0
1650	1.06818181818182
1651	0
1652	0
1653	0
1654	0
1655	0
1656	0
1657	0
1658	1.14285714285714
1659	0
1660	0
1661	4.59016393442623
1662	0
1663	0
1664	5.73302107728337
1665	0
1666	0
1667	0
1668	0
1669	0
1670	1.14285714285714
1671	0
1672	0
1673	0
1674	0
1675	1.14285714285714
1676	5.65834575260805
1677	0
1678	0
1679	4.3302752293578
1680	0
1681	0
1682	0
1683	0
1684	2.15384615384615
1685	0
1686	0
1687	0
1688	0
1689	0
1690	0
1691	0
1692	0
1693	0
1694	1.14285714285714
1695	1.21428571428571
1696	0
1697	0
1698	3.42857142857143
1699	0
1700	0
1701	1.48484848484848
1702	0
1703	0
1704	1.14285714285714
1705	0
1706	2.13636363636364
1707	1
1708	0
1709	3.21103896103896
1710	0
1711	0
1712	0
1713	0
1714	1
1715	0
1716	0
1717	0
1718	0
1719	0
1720	0
1721	0
1722	4.3302752293578
1723	0
1724	0
1725	4.3302752293578
1726	0
1727	0
1728	4.59016393442623
1729	0
1730	0
1731	0
1732	0
1733	0
1734	0
1735	0
1736	0
1737	0
1738	0
1739	0
1740	0
1741	2.13636363636364
1742	1.06818181818182
1743	2.27777777777778
1744	0
1745	1.06818181818182
1746	0
1747	0
1748	0
1749	0
1750	1.33333333333333
1751	1
1752	0
1753	0
1754	0
1755	0
1756	3.81103896103896
1757	0
1758	0
1759	0
1760	1.82456140350877
1761	9.18032786885246
1762	0
1763	0
1764	0.48
1765	1
1766	0
1767	0
1768	0
1769	0
1770	0
1771	1.06818181818182
1772	0
1773	0
1774	0
1775	1.06818181818182
1776	0
1777	0
1778	0
1779	0
1780	4.59016393442623
1781	0
1782	0
1783	0
1784	0
1785	0
1786	1.5
1787	0
1788	0
1789	1.06818181818182
1790	4.27272727272727
1791	0.331578947368421
1792	0
1793	0
1794	1
1795	0
1796	0
1797	0
1798	0
1799	0
1800	0
1801	1
1802	4.9469696969697
1803	4.59016393442623
1804	0
1805	0
1806	5.63636363636364
1807	0
1808	0
1809	0
1810	0
1811	0.5625
1812	0
1813	0
1814	0
1815	0
1816	0
1817	2
1818	0
1819	0
1820	1.07692307692308
1821	0
1822	0
1823	0
1824	0
1825	2.87878787878788
1826	0
1827	1
1828	0
1829	2
1830	0
1831	4.59848484848485
1832	2
1833	3.03157894736842
1834	1
1835	0
1836	0
1837	0
1838	0
1839	0.666666666666667
1840	0
1841	0
1842	0
1843	0
1844	2.43933747412008
1845	0
1846	0
1847	0
1848	0
1849	4
1850	1
1851	0
1852	0
1853	0
1854	6.46895181321411
1855	1.87878787878788
1856	0
1857	0
1858	0
1859	0
1860	0
1861	0
1862	0
1863	0
1864	0
1865	0
1866	0
1867	0
1868	0.416666666666667
1869	0
1870	0
1871	0
1872	5.375
1873	0
1874	0.331578947368421
1875	0
1876	0
1877	0
1878	0
1879	0
1880	0
1881	0
1882	2.57142857142857
1883	2
1884	0
1885	0
1886	0
1887	0
1888	0
1889	0
1890	4.3302752293578
1891	0
1892	0.685714285714286
1893	0
1894	5.2568306010929
1895	4.59016393442623
1896	0
1897	0
1898	0
1899	0
1900	0
1901	0
1902	0
1903	0
1904	0
1905	0
1906	0
1907	0
1908	0
1909	0
1910	0
1911	0
1912	0
1913	0
1914	0
1915	0.472222222222222
1916	2
1917	0
1918	0
1919	0
1920	0
1921	1
1922	0
1923	0
1924	0
1925	0
1926	0
1927	0
1928	0.666666666666667
1929	0
1930	0
1931	0
1932	0.333333333333333
1933	0.472222222222222
1934	0
1935	0
1936	0
1937	0
1938	0
1939	0
1940	0.331578947368421
1941	1
1942	0
1943	0
1944	0
1945	0
1946	0
1947	0
1948	0
1949	0
1950	0
1951	0
1952	0
1953	0.5
1954	0
1955	0
1956	2.12878787878788
1957	1
1958	0
1959	0
1960	0
1961	0
1962	0
1963	1.37142857142857
1964	0
1965	0
1966	0
1967	0.666666666666667
1968	0
1969	0
1970	1
1971	0
1972	21.5135135135135
1973	0
1974	0
1975	0
1976	0
1977	0
1978	0
1979	0
1980	0
1981	0
1982	0
1983	0.22289156626506
1984	0
1985	0
1986	1
1987	0
1988	0
1989	0
1990	0
1991	0
1992	1.03225806451613
1993	0
1994	1.03225806451613
1995	0
1996	0
1997	0
1998	0
1999	1.5
2000	21.5135135135135
2001	0
2002	0
2003	0
2004	0
2005	0
2006	0
2007	0
2008	1
2009	4.59016393442623
2010	0
2011	0
2012	0
2013	0
2014	0
2015	0
2016	1
2017	0
2018	0.753623188405797
2019	9.18032786885246
2020	0
2021	0
2022	0
2023	0
2024	0
2025	0.22289156626506
2026	0
2027	0.472222222222222
2028	0
2029	0
2030	0
2031	0.22289156626506
2032	0
2033	0.472222222222222
2034	0
2035	0
2036	1
2037	0
2038	0
2039	0
2040	0
2041	0
2042	3.09090909090909
2043	0
2044	0.571428571428571
2045	0
2046	0
2047	0.5
2048	1.03225806451613
2049	4.59016393442623
2050	0
2051	0.472222222222222
2052	0
2053	0
2054	0
2055	0.277777777777778
2056	0
2057	0
2058	0
2059	0
2060	4.59016393442623
2061	0
2062	0
2063	0
2064	0
2065	0
2066	0
2067	0
2068	0
2069	0
2070	1.03225806451613
2071	0
2072	1.14285714285714
2073	0
2074	0
2075	0
2076	0
2077	1
2078	0.428571428571429
2079	0
2080	1.16571428571429
2081	5.16129032258065
2082	0.25
2083	0
2084	0
2085	1.2
2086	0
2087	0
2088	1.17391304347826
2089	0
2090	0
2091	0.25
2092	0
2093	0
2094	0
2095	0
2096	0
2097	0
2098	0.571428571428571
2099	3.09090909090909
2100	0
2101	1
2102	0
2103	4.59016393442623
2104	14.2427140255009
2105	0
2106	0
2107	0
2108	0
2109	0
2110	0
2111	1.03225806451613
2112	0
2113	0
2114	0
2115	0.753623188405797
2116	0
2117	1
2118	0
2119	6.5
2120	1.125
2121	0
2122	0
2123	0
2124	0
2125	0
2126	0
2127	0
2128	0
2129	0
2130	0
2131	0
2132	0
2133	0
2134	1
2135	0.277777777777778
2136	0
2137	0
2138	1.03225806451613
2139	0.753623188405797
2140	0.911764705882353
2141	2.25
2142	0
2143	2.15725806451613
2144	4.59016393442623
2145	2.73118279569892
2146	7.375
2147	1
2148	7.59016393442623
2149	0
2150	2
2151	0
2152	1
2153	0
2154	0
2155	0
2156	0
2157	0
2158	0
2159	0
2160	0
2161	0
2162	0
2163	0
2164	0
2165	0
2166	0.25
2167	0
2168	0
2169	0
2170	0
2171	0
2172	0
2173	1.03174603174603
2174	0
2175	0
2176	0
2177	0
2178	0
2179	0
2180	0
2181	1.03225806451613
2182	0
2183	0
2184	2.06451612903226
2185	0
2186	0
2187	0
2188	0
2189	0
2190	0
2191	0
2192	0
2193	0
2194	0
2195	1
2196	0
2197	0
2198	0
2199	1.37142857142857
2200	0
2201	0
2202	0
2203	1.03225806451613
2204	0
2205	0.6
2206	1.03225806451613
2207	2.1651376146789
2208	0
2209	0
2210	0
2211	0
2212	0
2213	0
2214	0
2215	0
2216	0
2217	1
2218	0
2219	0
2220	0
2221	0
2222	0.472222222222222
2223	0.571428571428571
2224	1.125
2225	0
2226	0
2227	0
2228	0
2229	0
2230	0
2231	2.06451612903226
2232	0
2233	0
2234	2.65614035087719
2235	0
2236	1
2237	0
2238	0
2239	2.1651376146789
2240	0
2241	0
2242	0
2243	0
2244	0
2245	0
2246	0
2247	0
2248	0
2249	1.6036866359447
2250	0
2251	0
2252	0
2253	2.1651376146789
2254	1
2255	0
2256	4.78260869565217
2257	0
2258	0
2259	0
2260	1.03225806451613
2261	7.5871722182849
2262	0
2263	0
2264	0
2265	0
2266	0.48
2267	0
2268	0
2269	0
2270	0
2271	0
2272	0
2273	5.2568306010929
2274	0
2275	0
2276	0
2277	0
2278	0
2279	0
2280	0
2281	0
2282	0
2283	0
2284	0
2285	2.1651376146789
2286	0
2287	1.33333333333333
2288	0.753623188405797
2289	0
2290	2
2291	1.125
2292	0
2293	0
2294	1.125
2295	0
2296	0
2297	0
2298	1
2299	0
2300	0
2301	0
2302	1
2303	0
2304	0
2305	0
2306	0
2307	0
2308	3.09090909090909
2309	0
2310	0
2311	1
2312	0
2313	1.4536231884058
2314	0
2315	0
2316	1.03225806451613
2317	0
2318	0
2319	0
2320	0
2321	0
2322	1.03225806451613
2323	0
2324	0
2325	0
2326	0
2327	1.33333333333333
2328	0.48
2329	0
2330	0
2331	0
2332	1
2333	0
2334	0
2335	0
2336	0
2337	0
2338	0
2339	0
2340	1
2341	12.013468013468
2342	3.09090909090909
2343	0
2344	0
2345	0
2346	0
2347	3.6
2348	0
2349	0
2350	0
2351	0
2352	0
2353	0
2354	0
2355	0
2356	0
2357	1.125
2358	0
2359	1
2360	0
2361	0
2362	0
2363	0
2364	0
2365	5.33333333333333
2366	0
2367	1.6
2368	0
2369	0
2370	0
2371	1.03225806451613
2372	0.666666666666667
2373	1
2374	0
2375	1.8
2376	0
2377	0
2378	0
2379	0
2380	0
2381	0
2382	0
2383	0
2384	0
2385	0
2386	1.33333333333333
2387	5.625
2388	0
2389	0
2390	0
2391	0
2392	4.76451612903226
2393	0
2394	1.17647058823529
2395	0
2396	0
2397	0.48
2398	0
2399	3.09090909090909
2400	0
2401	4.09090909090909
2402	0
2403	0
2404	0
2405	0
2406	1.57142857142857
2407	0
2408	0
2409	0
2410	0.753623188405797
2411	0.685714285714286
2412	0
2413	0
2414	0
2415	0
2416	0
2417	0.685714285714286
2418	1
2419	0
2420	0
2421	0.663157894736842
2422	2.06451612903226
2423	0
2424	1.33333333333333
2425	0
2426	0.663157894736842
2427	0
2428	0
2429	0
2430	0
2431	0
2432	0
2433	1
2434	0
2435	1
2436	1.125
2437	0
2438	0
2439	0
2440	0
2441	0
2442	1.41463414634146
2443	0
2444	0
2445	4.76086956521739
2446	0
2447	1.8
2448	0
2449	0
2450	0
2451	1.125
2452	0
2453	1
2454	2
2455	0
2456	0.885057471264368
2457	0
2458	0
2459	0
2460	0
2461	0
2462	0
2463	0
2464	0
2465	0
2466	0
2467	0
2468	0
2469	0
2470	0
2471	0
2472	0
2473	0.7
2474	0
2475	0
2476	0
2477	0
2478	0
2479	0
2480	0
