distance_to_3_end	read_number
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0.491183879093199
48	0
49	0.6875
50	0.523809523809524
51	2.57638888888889
52	1.88888888888889
53	0
54	0
55	0
56	0.944642857142857
57	0
58	0
59	0.366228070175439
60	1.88888888888889
61	0
62	3.02083333333333
63	2.5
64	0
65	0.6875
66	1.71527777777778
67	0
68	0.552631578947368
69	0.366228070175439
70	4.74603174603175
71	0.6875
72	0.366228070175439
73	0
74	0
75	3.45363408521303
76	100.527619165839
77	0.647058823529412
78	1.5
79	0
80	0
81	0
82	1.57142857142857
83	0.523809523809524
84	1.5
85	1.04761904761905
86	6
87	0
88	1.04761904761905
89	0
90	0
91	0
92	0
93	0
94	1
95	0.6875
96	0
97	0
98	0
99	1
100	0
101	1.02777777777778
102	1.04761904761905
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	1.52380952380952
115	0
116	0
117	1.57142857142857
118	3.25
119	28.4680096467584
120	0.523809523809524
121	100.892088712347
122	0
123	0
124	3.92982456140351
125	2
126	0
127	24.4905660377358
128	0
129	2.92982456140351
130	1
131	0
132	1.04761904761905
133	0
134	1.33333333333333
135	2.35714285714286
136	0
137	0
138	0
139	1.04761904761905
140	0.523809523809524
141	0
142	0
143	0
144	3.17142857142857
145	0
146	1.04761904761905
147	0
148	0
149	0
150	0
151	3.7
152	6.78919413919414
153	2.89473684210526
154	0
155	0
156	2.92982456140351
157	0.5
158	0
159	1
160	0
161	1.57142857142857
162	0
163	1.04761904761905
164	1.33333333333333
165	0
166	0
167	0
168	0
169	0
170	0
171	1.29411764705882
172	0
173	2.92982456140351
174	0
175	0
176	24.1592539454806
177	2.92982456140351
178	0.552631578947368
179	0.279279279279279
180	0
181	0
182	0
183	0.523809523809524
184	0
185	0
186	3.0641592920354
187	0.523809523809524
188	1.57142857142857
189	0
190	1.04761904761905
191	1.25
