distance_to_3_end	read_number
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0.45
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	8.26222235544498
50	0
51	1.48140043763676
52	2.11242603550296
53	0
54	23.1752021563342
55	2.71182795698925
56	183.205894013291
57	1.80577392247221
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	1.96280087527352
68	0
69	0
70	0
71	0.344827586206897
72	0
73	0
74	2
75	0
76	0.481400437636761
77	0.428571428571429
78	0.502702702702703
79	0
80	0
81	0
82	0
83	0.766355140186916
84	0
85	0
86	0
87	1.44420131291028
88	0
89	0
90	0
91	0
92	28.75
93	0
94	0
95	1.57142857142857
96	2.07316217029385
97	0
98	0
99	1.82258064516129
100	1.85714285714286
101	0
102	0
103	0
104	0
105	0
106	0
107	2.08695652173913
108	0.962800875273523
109	0
110	0
111	0.962800875273523
112	0
113	0
114	0.744827586206897
115	0
116	1.06666666666667
117	1.02222222222222
118	0
119	0
120	1.44420131291028
121	0
122	0
123	3.66813130007754
124	0
125	1
126	0
127	0
128	0
129	1.44420131291028
130	1.63013698630137
131	1.18181818181818
132	0.481400437636761
133	0
134	0.962800875273523
135	1.43243243243243
136	2
137	0.481400437636761
138	0.82258064516129
139	0
140	0
141	1
142	0
143	0.666666666666667
144	0.962800875273523
145	1.63013698630137
146	0.962800875273523
147	0.766355140186916
148	0
149	0
150	1.68924731182796
151	11.0483870967742
152	1.3448275862069
153	1
154	14.8727272727273
155	31.7128008752735
156	0
157	0
158	0.481400437636761
159	0
160	1.63013698630137
161	1.81473377097009
162	0
163	0
164	0
165	0.481400437636761
166	0
167	0
168	1.5
169	1.63013698630137
170	0.962800875273523
171	0
172	0
173	0
174	4.89041095890411
175	0
176	0.757575757575758
177	5.29540481400438
178	3.71428571428571
179	3.34393413035913
180	0.481400437636761
181	1.47945205479452
182	1
183	0.344827586206897
184	1.63013698630137
185	0
186	1.85714285714286
