distance_to_3_end	read_number
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	1.2271130550362
35	0.699186991869919
36	1.89687104675755
37	0
38	1.74152047278364
39	3.85542168674699
40	0
41	0
42	1.11114941928924
43	0.350951058476909
44	4.10382579637362
45	1.19646778268364
46	0
47	10.3672663744862
48	0
49	8.64698339079068
50	9.73896919239713
51	22.0868818583759
52	23.4808964014067
53	12.7869263786694
54	46.799347041999
55	25.1683876295372
56	30.0577146133166
57	81.551729314558
58	26.5458071309554
59	23.069042523473
60	64.5522232815727
61	61.7441205438081
62	21.4659409028273
63	18.7394601536056
64	26.0290296021944
65	21.6079396204173
66	19.1633322164731
67	12.8575468578706
68	25.9892848903728
69	14.3141548898553
70	25.2060226729275
71	15.075826463251
72	23.7227051737224
73	9.18602184741266
74	9.64416244824502
75	13.8221298032281
76	27.7247231879104
77	30.7089548632064
78	17.8588414047065
79	16.0846516761929
80	19.9195572550755
81	10.8405152112905
82	50.1976859114204
83	9.2586391783091
84	14.3193392203664
85	14.0611854354639
86	11.450927045535
87	13.9258392719923
88	13.3073206793093
89	15.7215264626925
90	12.2856001021341
91	16.1982304762142
92	36.100971072355
93	23.5698234911232
94	22.7872356357381
95	21.2568470570502
96	13.1897081218646
97	10.550955666188
98	3.65490355878477
99	19.7253331505709
100	48.5808480129231
101	11.6828948661039
102	9.43703944033178
103	34.5434468291993
104	57.3598316909107
105	21.1242256065237
106	14.006319315684
107	10.2007283342873
108	20.7499007420008
109	11.0073214159828
110	9.05593458644903
111	10.1844864212343
112	27.6011751922899
113	32.2317526771278
114	17.6191202253623
115	114.284637185278
116	20.364049435088
117	21.8418492073553
118	20.3185380876734
119	13.5849078639094
120	14.485115709731
121	8.8437219539768
122	13.0418616666632
123	35.5472448609282
124	28.1970347145451
125	7.23975381279332
126	13.3779267924816
127	5.66590034890381
128	19.5223389252736
129	8.38204369114955
130	15.3344956247711
131	12.7297073592768
132	20.5156886545585
133	5.39896861023887
134	11.0936334757642
135	3.5888663379819
